fold,sample_id,expected,prediction,is_correct,raw_response,thinking
0,fde4151fcca492b42336d3a3dfe8e0dc,B,B,True,B,
0,1214b37425713590e915e3af0b1e6e6a,B,B,True,B,
0,953ca7ee0c0673ebc51e6147f68f0233,A,B,False,B,
0,b8ecd62018bbd057aaa22277ed24fd68,B,B,True,B,
0,ce15e7d5a2b0446c455a20b2f97e72a1,B,B,True,B,
0,71c3de544184b953bb9c5cd0660e7574,B,A,False,A,
0,bba482e3fb83f469575fd8706f39dc4c,A,A,True,A,
0,004a0d86afd22c6e8b30b384b73595c1,B,B,True,B,
0,3156dfd78b55850670c84341bdc764ee,B,B,True,B,
0,24acecce90ff5aa46459a6488fbb2f58,B,B,True,B,
0,3e3b3aa676233fdac6b86b2af0087643,B,B,True,B,
0,dfb2eb87fd3df151bc7dfaa07a6cec21,B,B,True,B,
0,6fb70ee002349b33248e5160e504c527,B,B,True,B,
0,74bccf1627c9412ccbb060349d704fbd,B,B,True,B,
0,9c2da2e3f1de974c57703585ec53b190,A,A,True,A,
0,f0b498930fdb580def55aef651e9c2ac,A,B,False,B,
0,419c0a690d0c1fadd3db94c3c607e6ba,A,B,False,B,
0,623ef2993e22b718b1b2b7767f3c20e8,B,B,True,B,
0,73ef5d12327336c4dc364d683188f329,A,B,False,B,
0,61133892a8fcdcb6ed3dbd003d52e928,B,B,True,B,
0,e0c8974c26b6486774326c0686534d57,B,B,True,B,
0,ca1bf4dd9457abc5ea771b0939d7ebf0,A,A,True,A,
0,b9b16f0018da976281f1d9a6d38bf314,B,B,True,B,
0,edd3dc219a51ce33f26384b1093c571f,A,B,False,B,
0,cba4ef1ebecfa549028e03dc024a3c1f,A,B,False,B,
0,94efe525fe6cf97f338010c85c970c76,A,B,False,B,
0,212eed650de8719be5760da5104329c3,A,B,False,B,
0,f77affeb77a3988d29f23f2af2abf14d,B,B,True,B,
0,bd7059bb5e67113acd756b9d42af9ee2,B,B,True,B,
0,19977b15ed1e09c17d38caf609701ac6,A,B,False,B,
0,d5741d3702608dc0a5fe4592fa3d5b9d,B,A,False,A,
0,5a592c1d9ac2528dbc6c1927412e4c2d,A,B,False,B,
0,fbc5af1e09f332c0afbceae0f1cd8a68,A,A,True,A,
0,d3a53f6c23045c19b64e597841e64ac5,B,A,False,A,
0,cdf21e60f665cab91fb22ee273c4fc2e,A,B,False,B,
0,bde891696ceb3212eba91340fd7872cc,A,B,False,B,
0,813d014ace16ff772e747ff66b1dfbea,A,B,False,B,
0,117337fccf8187a6c3f2be4507dd1ba4,A,B,False,B,
0,a1dfd3cf07deb5b4cf711266881f2b19,B,A,False,A,
0,a2e2a6c72b343cdd37c8b7f4de34d5b2,A,B,False,B,
0,df5f88b998cf24cca3e4a73f0d6568a8,A,B,False,B,
0,2430c35c0d4c9bd987f62482b45c3d04,B,B,True,B,
0,7b8f2af80ccc31d175ed24d2aab5fb65,A,B,False,B,
0,84fe897623b973d5b8d1a3cbc260fc5f,B,B,True,B,
0,ac1e35b31312e8aff6a92e70b07b7146,A,B,False,B,
0,e9690ed139c9661cb07c6e4337d50ff7,A,B,False,B,
0,6da66bb3cb5afc958ad83435faa9ca3c,A,B,False,B,
0,e05d8eaee07cadd59131a236d410fdd2,B,B,True,B,
0,1992e5e39fa548c02a231aff682a231a,B,A,False,A,
0,99140ff14c72b1d5766763235bae3b7c,B,A,False,A,
0,30662fa9c0364c6af43d9c9a0173c41e,B,B,True,B,
0,ec860e23ef9a9f1d265cd376c3794a02,B,B,True,B,
0,679097d2d25dfe732c9726fc773c85cf,B,B,True,B,
0,27d7064beb992d5dd528e146946d72d4,B,B,True,B,
0,59a9d6cc434ab3035072f86c6f497779,B,B,True,B,
0,28e1dbaaa8d4570613d0d567293eb7ac,B,A,False,A,
0,c5ff85cfdaff7798a3a84c73dc9e9399,B,B,True,B,
0,48d6283be77ee807708e75c3ee6ca9fe,A,B,False,B,
0,09717fb8938c5bf264c4daade86e9504,A,B,False,B,
0,e02e882ba97e6fc4bb13f18c364aa780,A,A,True,A,
0,a8695e21766a8768264994fc2db7605f,B,B,True,B,
0,8f0e104f4fdeed08e80df69f7e478675,B,A,False,A,
0,f9ebfffbc5e4ce081a2962a0600ff2b2,A,B,False,B,
0,bf7ac3a3454830a3f6ed333f2acd71b0,A,B,False,B,
0,1563f7828afe918f98dd503ed2fb609e,B,B,True,B,
0,ef8b23c192fa9325a80a6bb0aa847c28,A,B,False,B,
0,09933edc3d9000f51d31ae5b3d7dc77c,B,B,True,B,
0,ce2441ae8a19f10effdef9d812cabfb0,B,B,True,B,
0,35e2f9562cddf17ab0c246b5f16af3bc,A,A,True,A,
0,0e3af52d3d18e30417986c4a33c9f39c,B,B,True,B,
0,c37960a3515ceac9b2b646547f5830e8,B,B,True,B,
0,f53590986a09b35214db04b54e137736,B,B,True,B,
0,3e9e821c5a3bb0d074c296ee0b55a5e3,A,B,False,B,
0,05d21bbe4c6f7825199c96a1561d921f,A,A,True,A,
0,a856920dc543a8ed190617e61539e710,A,B,False,B,
0,aa00333d49bcec6c54af306e36e1b68a,A,B,False,B,
0,25518f4362fe30474b5b13f4c211e1c1,A,B,False,B,
0,c6ccf79d6bcb55c23922a33c4e825d86,A,A,True,A,
0,bb76d4275e3e03ef83998c873d8221bf,B,B,True,B,
0,0b159ee32f3c02fcb453d5b9b91f31ba,B,A,False,A,
0,abdb31ede530645f617a5f069c4084a2,B,A,False,A,
0,491214913b3b493297ef4f2ece08d53a,A,B,False,B,
0,cd1dc047feeb9c6ee99e668d4e36fb04,B,A,False,A,
0,06e0c88cfb9e56e58677eb1a18f8deca,B,B,True,B,
0,8d2538003895ef5719c746e52a4fd1a6,A,B,False,B,
0,2efa6821d2d6595e5e927e1c65ef9077,B,B,True,B,
0,5636ac685a1fe1e02e6608c6efbc88af,A,A,True,A,
0,01b645d57ebc816ce2f29af5483b38db,A,B,False,B,
0,d72a4de4ccd33f6f20cabe9824a06abb,A,B,False,B,
0,2276a048b2a175a6c39a61d5fe1c538d,B,A,False,A,
0,aa83b70a75b619466301c920b7d1a765,A,B,False,B,
0,115a64741baf8e5da2544ae910cbc7cc,B,B,True,B,
0,0602e1c864237ba0f95b39fc30635e39,B,B,True,B,
0,9bc96ebf3cb4ffce4bc342c32952e368,B,A,False,A,
0,161579311782d470d9a7050a81a3357f,A,B,False,B,
0,77d08da4c93fd48c937143c3c055fcfa,B,B,True,B,
0,c116fa39999be62b08d5a1540c0183df,A,B,False,B,
0,95ffe4c475db103c0103be5ba932f0d9,B,A,False,A,
0,13e8af76efed4134c206f029ed863e79,A,B,False,B,
0,3bb70947d86984aa327820322edbc8ea,A,B,False,B,
0,0f11874d3f0e99d8e477b308d92c567d,B,B,True,B,
0,d7105dbfea9a3906291b99ccd45ca11d,B,B,True,B,
0,36444cb91166ac925a839677ad9a1a87,B,B,True,B,
0,e54a756b4f6eb7e6ecaba5fff975a75a,B,B,True,B,
0,ab1135a0867aca137f86197fdc977f8c,A,B,False,B,
0,b0f067ce6ad4d6782af94cff2afe1ee4,A,B,False,B,
0,8cc744dd5d9e9aed5f0153a7e49b4d05,B,B,True,B,
0,cb1401a42da4d98c137cc4d8f1a905d5,B,B,True,B,
0,84b4c156b1067e829f7b89685fc68c85,A,B,False,B,
0,d3b4dce1e5bb49fcfb47534c4a1c9763,A,A,True,A,
0,b2c69c3c1107eac224c130edadeffc4c,B,A,False,A,
0,2288d5aa66d83c2ebbf58433b4c96999,A,A,True,A,
0,354735bda76aa6b1049dc068563f7a3f,A,A,True,A,
0,8ab87a73680ba70abcd1fdc4267def58,A,B,False,B,
0,8e3aca565f88df21605dbe5c6108c0ef,B,B,True,B,
0,d99442cb6c763370636698d477683f3f,B,B,True,B,
0,08957c35c2e73440d4fc83f93636d26f,A,B,False,B,
